Dates,BTC
2017-06-21,2659.27
2017-06-22,2671.67
2017-06-23,2707.64
2017-06-24,2707.64
2017-06-25,2472.48
2017-06-26,2347.32
2017-06-27,2457.46
2017-06-28,2593.58
2017-06-29,2558.28
2017-06-30,2502.5
2017-07-01,2502.5
2017-07-02,2497.65
2017-07-03,2557.75
2017-07-04,2575.53
2017-07-05,2611.09
2017-07-06,2597.68
2017-07-07,2514.87
2017-07-08,2514.87
2017-07-09,2527.97
2017-07-10,2384.54
2017-07-11,2328.94
2017-07-12,2382.02
2017-07-13,2337.69
2017-07-14,2159.05
2017-07-15,2159.05
2017-07-16,1865.67
2017-07-17,2174.02
2017-07-18,2348.48
2017-07-19,2255.0
2017-07-20,2729.32
2017-07-21,2640.5
2017-07-22,2640.5
2017-07-23,2785.0
2017-07-24,2760.01
2017-07-25,2468.53
2017-07-26,2503.29
2017-07-27,2583.77
2017-07-28,2755.65
2017-07-29,2755.65
2017-07-30,2717.71
2017-07-31,2886.71
2017-08-01,2740.99
2017-08-02,2691.01
2017-08-03,2781.45
2017-08-04,2832.0
2017-08-05,2832.0
2017-08-06,3265.55
2017-08-07,3341.29
2017-08-08,3447.35
2017-08-09,3361.7
2017-08-10,3424.49
2017-08-11,3588.05
2017-08-12,3588.05
2017-08-13,4010.46
2017-08-14,4262.99
2017-08-15,4071.6
2017-08-16,4350.42
2017-08-17,4350.42
2017-08-18,4022.75
2017-08-19,4022.75
2017-08-20,4124.91
2017-08-21,3997.99
2017-08-22,4073.01
2017-08-23,4134.37
2017-08-24,4234.0
2017-08-25,4329.03
2017-08-26,4329.03
2017-08-27,4362.85
2017-08-28,4339.74
2017-08-29,4597.02
2017-08-30,4574.99
2017-08-31,4741.39
2017-09-01,4880.85
2017-09-02,4880.85
2017-09-03,4580.98
2017-09-04,4362.08
2017-09-05,4458.44
2017-09-06,4569.25
2017-09-07,4575.48
2017-09-08,4247.55
2017-09-09,4247.55
2017-09-10,4289.22
2017-09-11,4192.47
2017-09-12,4179.95
2017-09-13,4179.95
2017-09-14,4179.95
2017-09-15,4179.95
2017-09-16,4179.95
2017-09-17,3747.8
2017-09-18,4006.56
2017-09-19,3905.56
2017-09-20,3957.01
2017-09-21,3647.5
2017-09-22,3615.1
2017-09-23,3615.1
2017-09-24,3669.78
2017-09-25,3941.31
2017-09-26,3908.25
2017-09-27,4154.27
2017-09-28,4164.5
2017-09-29,4171.25
2017-09-30,4171.25
2017-10-01,4335.84
2017-10-02,4391.34
2017-10-03,4283.49
2017-10-04,4200.44
2017-10-05,4347.1
2017-10-06,4339.4
2017-10-07,4339.4
2017-10-08,4583.01
2017-10-09,4841.19
2017-10-10,4873.1
2017-10-11,4826.85
2017-10-12,5317.43
2017-10-13,5614.64
2017-10-14,5614.64
2017-10-15,5524.56
2017-10-16,5678.73
2017-10-17,5577.3
2017-10-18,5507.01
2017-10-19,5700.17
2017-10-20,5973.19
2017-10-21,5973.19
2017-10-22,5881.65
2017-10-23,5911.12
2017-10-24,5593.52
2017-10-25,5679.54
2017-10-26,5842.24
2017-10-27,5753.71
2017-10-28,5753.71
2017-10-29,6176.91
2017-10-30,6099.6
2017-10-31,6377.45
2017-11-01,6580.0
2017-11-02,7057.82
2017-11-03,7228.65
2017-11-04,7228.65
2017-11-05,7369.78
2017-11-06,7127.39
2017-11-07,7074.84
2017-11-08,7260.63
2017-11-09,7120.48
2017-11-10,6581.83
2017-11-11,6581.83
2017-11-12,5893.08
2017-11-13,6506.62
2017-11-14,6590.9
2017-11-15,7291.96
2017-11-16,7892.22
2017-11-17,7701.88
2017-11-18,7701.88
2017-11-19,8019.16
2017-11-20,8245.04
2017-11-21,8134.25
2017-11-22,8134.25
2017-11-23,8134.25
2017-11-24,8134.25
2017-11-25,8134.25
2017-11-26,8134.25
2017-11-27,8134.25
2017-11-28,8134.25
2017-11-29,8134.25
2017-11-30,8134.25
2017-12-01,10899.25
2017-12-02,10899.25
2017-12-03,10930.29
2017-12-04,11500.01
2017-12-05,11776.95
2017-12-06,13346.75
2017-12-07,16051.08
2017-12-08,15644.0
2017-12-09,15644.0
2017-12-10,14705.41
2017-12-11,17148.2
2017-12-12,17248.22
2017-12-13,16752.0
2017-12-14,16503.72
2017-12-15,17630.12
2017-12-16,17630.12
2017-12-17,19041.63
2017-12-18,18674.48
2017-12-19,16964.39
2017-12-20,16210.13
2017-12-21,15385.2
2017-12-22,14239.65
2017-12-23,14239.65
2017-12-24,13147.99
2017-12-25,13768.02
2017-12-26,15925.0
2017-12-27,15189.39
2017-12-28,13939.48
2017-12-29,14310.94
2017-12-30,14310.94
2017-12-31,14043.06
2018-01-01,13624.57
2018-01-02,14784.6
2018-01-03,15055.23
2018-01-04,14946.35
2018-01-05,16753.24
2018-01-06,16753.24
2018-01-07,16200.0
2018-01-08,14935.7
2018-01-09,14554.08
2018-01-10,14494.74
2018-01-11,13462.98
2018-01-12,13746.58
2018-01-13,13746.58
2018-01-14,13383.28
2018-01-15,13916.82
2018-01-16,10720.0
2018-01-17,11376.69
2018-01-18,11605.5
2018-01-19,11366.61
2018-01-20,11366.61
2018-01-21,11366.62
2018-01-22,10354.0
2018-01-23,10981.05
2018-01-24,11213.37
2018-01-25,11256.52
2018-01-26,10874.79
2018-01-27,10874.79
2018-01-28,11755.16
2018-01-29,11207.0
2018-01-30,10086.8
2018-01-31,9962.31
2018-02-01,9094.2
2018-02-02,8570.0
2018-02-03,8570.0
2018-02-04,8077.39
2018-02-05,7100.87
2018-02-06,7764.6
2018-02-07,8087.51
2018-02-08,8171.19
2018-02-09,8552.65
2018-02-10,8552.65
2018-02-11,8315.1
2018-02-12,8831.25
2018-02-13,8557.91
2018-02-14,9287.96
2018-02-15,9873.45
2018-02-16,10088.2
2018-02-17,10088.2
2018-02-18,10784.81
2018-02-19,11081.41
2018-02-20,11705.73
2018-02-21,10286.84
2018-02-22,9915.69
2018-02-23,9920.01
2018-02-24,9920.01
2018-02-25,9596.64
2018-02-26,10380.3
2018-02-27,10755.9
2018-02-28,10538.02
2018-03-01,10933.75
2018-03-02,11029.95
2018-03-03,11029.95
2018-03-04,11400.19
2018-03-05,11555.99
2018-03-06,10790.35
2018-03-07,9939.53
2018-03-08,9330.23
2018-03-09,9004.84
2018-03-10,9004.84
2018-03-11,9613.95
2018-03-12,9017.65
2018-03-13,9062.92
2018-03-14,8304.32
2018-03-15,8251.71
2018-03-16,8524.17
2018-03-17,8524.17
2018-03-18,7655.03
2018-03-19,8427.2
2018-03-20,8920.33
2018-03-21,8895.59
2018-03-22,8598.85
2018-03-23,8616.25
2018-03-24,8616.25
2018-03-25,8605.14
2018-03-26,7888.84
2018-03-27,7990.87
2018-03-28,7906.96
2018-03-29,7098.14
2018-03-30,6852.51
2018-03-31,6852.51
2018-04-01,6890.64
2018-04-02,6937.38
2018-04-03,7401.4
2018-04-04,6830.76
2018-04-05,6749.55
2018-04-06,6604.48
2018-04-07,6604.48
2018-04-08,6955.33
2018-04-09,6662.14
2018-04-10,6839.62
2018-04-11,6891.03
2018-04-12,7730.47
2018-04-13,7903.91
2018-04-14,7903.91
2018-04-15,8287.52
2018-04-16,7986.06
2018-04-17,7914.7
2018-04-18,8187.53
2018-04-19,8233.85
2018-04-20,8524.52
2018-04-21,8524.52
2018-04-22,8893.04
2018-04-23,8932.25
2018-04-24,9449.88
2018-04-25,9073.19
2018-04-26,9118.96
2018-04-27,8977.07
2018-04-28,8977.07
2018-04-29,9295.78
2018-04-30,9272.7
2018-05-01,9015.73
2018-05-02,9175.76
2018-05-03,9652.04
2018-05-04,9683.54
2018-05-05,9683.54
2018-05-06,9514.36
2018-05-07,9437.62
2018-05-08,9160.97
2018-05-09,9248.19
2018-05-10,9092.67
2018-05-11,8432.01
2018-05-12,8432.01
2018-05-13,8714.52
2018-05-14,8811.66
2018-05-15,8518.76
2018-05-16,8291.23
2018-05-17,8204.05
2018-05-18,8229.58
2018-05-19,8229.58
2018-05-20,8554.55
2018-05-21,8406.89
2018-05-22,8108.52
2018-05-23,7590.0
2018-05-24,7552.45
2018-05-25,7448.08
2018-05-26,7448.08
2018-05-27,7314.74
2018-05-28,7214.8
2018-05-29,7501.54
2018-05-30,7337.26
2018-05-31,7538.28
2018-06-01,7437.74
2018-06-02,7437.74
2018-06-03,7724.98
2018-06-04,7525.77
2018-06-05,7629.53
2018-06-06,7619.32
2018-06-07,7660.06
2018-06-08,7646.28
2018-06-09,7646.28
2018-06-10,6710.06
2018-06-11,6760.89
2018-06-12,6531.39
2018-06-13,6260.96
2018-06-14,6658.78
2018-06-15,6497.97
2018-06-16,6497.97
2018-06-17,6491.0
2018-06-18,6727.55
2018-06-19,6695.44
2018-06-20,6748.89
2018-06-21,6719.47
2018-06-22,6070.19
2018-06-23,6070.19
2018-06-24,6189.28
2018-06-25,6250.81
2018-06-26,6181.64
2018-06-27,6124.96
2018-06-28,6044.92
2018-06-29,5899.64
2018-06-30,5899.64
2018-07-01,6348.59
2018-07-02,6620.01
2018-07-03,6613.86
2018-07-04,6686.23
2018-07-05,6507.68
2018-07-06,6570.76
2018-07-07,6570.76
2018-07-08,6743.0
2018-07-09,6695.86
2018-07-10,6387.83
2018-07-11,6354.19
2018-07-12,6172.95
2018-07-13,6185.23
2018-07-14,6185.23
2018-07-15,6372.23
2018-07-16,6661.85
2018-07-17,7314.0
2018-07-18,7336.6
2018-07-19,7418.83
2018-07-20,7351.07
2018-07-21,7351.07
2018-07-22,7523.48
2018-07-23,7702.88
2018-07-24,8227.05
2018-07-25,8176.35
2018-07-26,8138.47
2018-07-27,8225.12
2018-07-28,8225.12
2018-07-29,8193.47
2018-07-30,8146.16
2018-07-31,7689.43
2018-08-01,7482.23
2018-08-02,7546.53
2018-08-03,7388.58
2018-08-04,7388.58
2018-08-05,7049.57
2018-08-06,6919.84
2018-08-07,6877.76
2018-08-08,6316.9
2018-08-09,6507.67
2018-08-10,6191.24
2018-08-11,6191.24
2018-08-12,6339.47
2018-08-13,6277.69
2018-08-14,6074.26
2018-08-15,6374.87
2018-08-16,6255.1
2018-08-17,6480.85
2018-08-18,6480.85
2018-08-19,6536.55
2018-08-20,6455.22
2018-08-21,6451.86
2018-08-22,6331.13
2018-08-23,6418.67
2018-08-24,6611.44
2018-08-25,6611.44
2018-08-26,6678.58
2018-08-27,6719.04
2018-08-28,7083.46
2018-08-29,7042.05
2018-08-30,6916.68
2018-08-31,7044.6
2018-09-01,7044.6
2018-09-02,7280.88
2018-09-03,7298.59
2018-09-04,7361.57
2018-09-05,6949.01
2018-09-06,6440.22
2018-09-07,6446.93
2018-09-08,6446.93
2018-09-09,6386.93
2018-09-10,6301.63
2018-09-11,6253.25
2018-09-12,6305.47
2018-09-13,6467.47
2018-09-14,6535.01
2018-09-15,6535.01
2018-09-16,6500.09
2018-09-17,6216.01
2018-09-18,6317.7
2018-09-19,6423.81
2018-09-20,6377.21
2018-09-21,6708.69
2018-09-22,6708.69
2018-09-23,6676.59
2018-09-24,6626.29
2018-09-25,6386.6
2018-09-26,6497.72
2018-09-27,6694.08
2018-09-28,6643.42
2018-09-29,6643.42
2018-09-30,6561.3
2018-10-01,6550.06
2018-10-02,6524.3
2018-10-03,6438.41
2018-10-04,6546.01
2018-10-05,6539.04
2018-10-06,6539.04
2018-10-07,6532.65
2018-10-08,6623.01
2018-10-09,6579.83
2018-10-10,6534.38
2018-10-11,6204.33
2018-10-12,6214.23
2018-10-13,6214.23
2018-10-14,6217.26
2018-10-15,6390.7
2018-10-16,6460.39
2018-10-17,6437.85
2018-10-18,6392.22
2018-10-19,6384.37
2018-10-20,6384.37
2018-10-21,6438.3
2018-10-22,6413.52
2018-10-23,6390.78
2018-10-24,6425.61
2018-10-25,6400.44
2018-10-26,6401.99
2018-10-27,6401.99
2018-10-28,6395.61
2018-10-29,6243.46
2018-10-30,6265.27
2018-10-31,6302.4
2018-11-01,6335.36
2018-11-02,6351.1
2018-11-03,6351.1
2018-11-04,6413.12
2018-11-05,6400.96
2018-11-06,6420.95
2018-11-07,6501.65
2018-11-08,6419.5
2018-11-09,6326.2
2018-11-10,6326.2
2018-11-11,6314.2
2018-11-12,6309.96
2018-11-13,6280.74
2018-11-14,5551.06
2018-11-15,5469.65
2018-11-16,5451.72
2018-11-17,5451.72
2018-11-18,5543.73
2018-11-19,4785.55
2018-11-20,4337.68
2018-11-21,4450.42
2018-11-22,4427.83
2018-11-23,4260.57
2018-11-24,4260.57
2018-11-25,4048.03
2018-11-26,3663.84
2018-11-27,3767.37
2018-11-28,4221.02
2018-11-29,4183.59
2018-11-30,3930.38
2018-12-01,3930.38
2018-12-02,4148.09
2018-12-03,3870.97
2018-12-04,3898.03
2018-12-05,3723.53
2018-12-06,3596.41
2018-12-07,3388.91
2018-12-08,3388.91
2018-12-09,3526.26
2018-12-10,3400.92
2018-12-11,3373.78
2018-12-12,3440.18
2018-12-13,3254.81
2018-12-14,3156.89
2018-12-15,3156.89
2018-12-16,3203.6
2018-12-17,3493.65
2018-12-18,3535.18
2018-12-19,3668.85
2018-12-20,3993.58
2018-12-21,3848.6
2018-12-22,3848.6
2018-12-23,3848.6
2018-12-24,3848.6
2018-12-25,3848.6
2018-12-26,3848.6
2018-12-27,3585.43
2018-12-28,3892.14
2018-12-29,3892.14
2018-12-30,3821.31
2018-12-31,3674.18
2019-01-01,3720.6
2019-01-02,3884.98
2019-01-03,3794.92
2019-01-04,3833.53
2019-01-05,3833.53
2019-01-06,4031.29
2019-01-07,4005.34
2019-01-08,4000.42
2019-01-09,4003.99
2019-01-10,4003.99
2019-01-11,4003.99
2019-01-12,4003.99
2019-01-13,3516.03
2019-01-14,3663.59
2019-01-15,3568.48
2019-01-16,3568.48
2019-01-17,3568.48
2019-01-18,3568.48
2019-01-19,3568.48
2019-01-20,3538.45
2019-01-21,3521.04
2019-01-22,3574.52
2019-01-23,3544.51
2019-01-24,3570.93
2019-01-25,3558.51
2019-01-26,3558.51
2019-01-27,3541.27
2019-01-28,3541.27
2019-01-29,3401.14
2019-01-30,3432.64
2019-01-31,3417.04
2019-02-01,3448.51
2019-02-02,3448.51
2019-02-03,3395.68
2019-02-04,3417.03
2019-02-05,3422.6
2019-02-06,3366.32
2019-02-07,3358.91
2019-02-08,3594.91
2019-02-09,3594.91
2019-02-10,3605.5
2019-02-11,3591.59
2019-02-12,3576.31
2019-02-13,3571.42
2019-02-14,3570.02
2019-02-15,3564.79
2019-02-16,3564.79
2019-02-17,3585.56
2019-02-18,3852.25
2019-02-19,3887.89
2019-02-20,3912.98
2019-02-21,3897.72
2019-02-22,3941.75
2019-02-23,3941.75
2019-02-24,3787.61
2019-02-25,3805.67
2019-02-26,3790.19
2019-02-27,3749.38
2019-02-28,3802.53
2019-03-01,3828.22
2019-03-02,3828.22
2019-03-03,3788.98
2019-03-04,3699.76
2019-03-05,3833.97
2019-03-06,3845.71
2019-03-07,3871.42
2019-03-08,3868.84
2019-03-09,3868.84
2019-03-10,3896.7
2019-03-11,3847.91
2019-03-12,3865.41
2019-03-13,3852.32
2019-03-14,3851.57
2019-03-15,3897.41
2019-03-16,3897.41
2019-03-17,3975.48
2019-03-18,3971.19
2019-03-19,3991.47
2019-03-20,4009.47
2019-03-21,3973.24
2019-03-22,3977.74
2019-03-23,3977.74
2019-03-24,3958.02
2019-03-25,3887.56
2019-03-26,3912.6
2019-03-27,4008.98
2019-03-28,4010.76
2019-03-29,4072.16
2019-03-30,4072.16
2019-03-31,4092.97
2019-04-01,4126.69
2019-04-02,4802.47
2019-04-03,5296.0
2019-04-04,4847.05
2019-04-05,4999.01
2019-04-06,4999.01
2019-04-07,5142.94
2019-04-08,5252.89
2019-04-09,5220.08
2019-04-10,5302.92
2019-04-11,5054.03
2019-04-12,5042.54
2019-04-13,5042.54
2019-04-14,5089.29
2019-04-15,5021.53
2019-04-16,5185.02
2019-04-17,5221.26
2019-04-18,5308.57
2019-04-19,5269.97
2019-04-20,5269.97
2019-04-21,5239.36
2019-04-22,5365.89
2019-04-23,5580.07
2019-04-24,5435.81
2019-04-25,5495.18
2019-04-26,5097.52
2019-04-27,5097.52
2019-04-28,5129.43
2019-04-29,5129.68
2019-04-30,5237.87
2019-05-01,5307.8
2019-05-02,5405.46
2019-05-03,5689.05
2019-05-04,5689.05
2019-05-05,5767.57
2019-05-06,5693.95
2019-05-07,5844.63
2019-05-08,5900.67
2019-05-09,6080.72
2019-05-10,6291.33
2019-05-11,6291.33
2019-05-12,7172.67
2019-05-13,7864.38
2019-05-14,7719.93
2019-05-15,8171.07
2019-05-16,7676.51
2019-05-17,7106.31
2019-05-18,7106.31
2019-05-19,7106.31
2019-05-20,7106.31
2019-05-21,8086.18
2019-05-22,7832.46
2019-05-23,7878.46
2019-05-24,8112.36
2019-05-25,8112.36
2019-05-26,8582.04
2019-05-27,8754.64
2019-05-28,8687.79
2019-05-29,8646.35
2019-05-30,8463.48
2019-05-31,8503.38
2019-06-01,8503.38
2019-06-02,8687.43
2019-06-03,8556.11
2019-06-04,7651.38
2019-06-05,7732.88
2019-06-06,7690.61
2019-06-07,7898.63
2019-06-08,7898.63
2019-06-09,7718.88
2019-06-10,7943.46
2019-06-11,7926.36
2019-06-12,8120.45
2019-06-13,8261.05
2019-06-14,8452.83
2019-06-15,8452.83
2019-06-16,8932.64
2019-06-17,9273.06
2019-06-18,9125.34
2019-06-19,9167.27
2019-06-20,9562.66
2019-06-21,9939.81
2019-06-22,9939.81
2019-06-23,9939.81
2019-06-24,10856.69
2019-06-25,11366.24
2019-06-26,12733.71
2019-06-27,10686.14
2019-06-28,12212.7
2019-06-29,12212.7
2019-06-30,11392.98
2019-07-01,10481.86
2019-07-02,10714.88
2019-07-03,11378.23
2019-07-04,11721.74
2019-07-05,11034.0
2019-07-06,11034.0
2019-07-07,11507.39
2019-07-08,12207.1
2019-07-09,12401.88
2019-07-10,11778.8
2019-07-11,11146.07
2019-07-12,11907.36
2019-07-13,11907.36
2019-07-14,10641.23
2019-07-15,10821.99
2019-07-16,9595.05
2019-07-17,9686.99
2019-07-18,10616.88
2019-07-19,10529.52
2019-07-20,10529.52
2019-07-21,10504.08
2019-07-22,10322.33
2019-07-23,10147.93
2019-07-24,9671.71
2019-07-25,9874.05
2019-07-26,9834.23
2019-07-27,9834.23
2019-07-28,9834.23
2019-07-29,9516.61
2019-07-30,9541.65
2019-07-31,10026.61
2019-08-01,10411.97
2019-08-02,10399.38
2019-08-03,10399.38
2019-08-04,10945.5
2019-08-05,11723.69
2019-08-06,11643.41
2019-08-07,11863.77
2019-08-08,11595.78
2019-08-09,11864.63
2019-08-10,11864.63
2019-08-11,11409.65
2019-08-12,11418.31
2019-08-13,10882.13
2019-08-14,10171.6
2019-08-15,10372.72
2019-08-16,10395.4
2019-08-17,10395.4
2019-08-18,10363.71
2019-08-19,10678.85
2019-08-20,10706.71
2019-08-21,10155.19
2019-08-22,10182.76
2019-08-23,10361.52
2019-08-24,10361.52
2019-08-25,9998.22
2019-08-26,10265.73
2019-08-27,10143.08
2019-08-28,9669.45
2019-08-29,9526.03
2019-08-30,9626.18
2019-08-31,9626.18
2019-09-01,9638.82
2019-09-02,10408.87
2019-09-03,10712.47
2019-09-04,10626.01
2019-09-05,10518.1
2019-09-06,10356.88
2019-09-07,10356.88
2019-09-08,10366.7
2019-09-09,10237.89
2019-09-10,10052.99
2019-09-11,10099.08
2019-09-12,10331.07
2019-09-13,10270.67
2019-09-14,10270.67
2019-09-15,10275.78
2019-09-16,10215.87
2019-09-17,10250.3
2019-09-18,10196.93
2019-09-19,10258.85
2019-09-20,10135.94
2019-09-21,10135.94
2019-09-22,10008.8
2019-09-23,9765.49
2019-09-24,8582.0
2019-09-25,8511.8
2019-09-26,8094.12
2019-09-27,8060.97
2019-09-28,8060.97
2019-09-29,8013.75
2019-09-30,8240.9
2019-10-01,8380.24
2019-10-02,8235.09
2019-10-03,8161.33
2019-10-04,8161.33
2019-10-05,8161.33
2019-10-06,8161.33
2019-10-07,8161.33
2019-10-08,8161.33
2019-10-09,8590.16
2019-10-10,8580.86
2019-10-11,8342.93
2019-10-12,8342.93
2019-10-13,8263.34
2019-10-14,8343.42
2019-10-15,8144.33
2019-10-16,7988.24
2019-10-17,8046.49
2019-10-18,7947.7
2019-10-19,7947.7
2019-10-20,8226.5
2019-10-21,8207.68
2019-10-22,8125.1
2019-10-23,7491.38
2019-10-24,7456.59
2019-10-25,8574.4
2019-10-26,8574.4
2019-10-27,9623.68
2019-10-28,9456.3
2019-10-29,9446.04
2019-10-30,9184.99
2019-10-31,9189.42
2019-11-01,9212.68
2019-11-02,9212.68
2019-11-03,9157.7
2019-11-04,9443.36
2019-11-05,9357.06
2019-11-06,9314.92
2019-11-07,9209.87
2019-11-08,8866.55
2019-11-09,8866.55
2019-11-10,9042.05
2019-11-11,8736.17
2019-11-12,8764.95
2019-11-13,8753.01
2019-11-14,8651.15
2019-11-15,8453.89
2019-11-16,8453.89
2019-11-17,8555.38
2019-11-18,8218.67
2019-11-19,8108.09
2019-11-20,8087.79
2019-11-21,7598.7
2019-11-22,7343.85
2019-11-23,7343.85
2019-11-24,7050.0
2019-11-25,7214.3
2019-11-26,7113.51
2019-11-27,7550.08
2019-11-28,7564.94
2019-11-29,7710.34
2019-11-30,7710.34
2019-12-01,7381.45
2019-12-02,7319.36
2019-12-03,7329.85
2019-12-04,7187.39
2019-12-05,7379.66
2019-12-06,7469.48
2019-12-07,7469.48
2019-12-08,7546.9
2019-12-09,7356.78
2019-12-10,7222.09
2019-12-11,7191.95
2019-12-12,7200.62
2019-12-13,7240.62
2019-12-14,7240.62
2019-12-15,7120.76
2019-12-16,6876.58
2019-12-17,6616.45
2019-12-18,7131.58
2019-12-19,7157.05
2019-12-20,7198.73
2019-12-21,7198.73
2019-12-22,7407.05
2019-12-23,7319.77
2019-12-24,7246.81
2019-12-25,7211.27
2019-12-26,7189.08
2019-12-27,7219.5
2019-12-28,7219.5
2019-12-29,7388.48
2019-12-30,7243.35
2019-12-31,7158.27
2020-01-01,7216.21
2020-01-02,6960.58
2020-01-03,7269.82
2020-01-04,7269.82
2020-01-05,7363.55
2020-01-06,7575.93
2020-01-07,8021.36
2020-01-08,8004.26
2020-01-09,7786.84
2020-01-10,8043.69
2020-01-11,8101.99
2020-01-12,8099.1
2020-01-13,8131.06
2020-01-14,8736.16
2020-01-15,8821.69
2020-01-16,8678.8
2020-01-17,8906.32
2020-01-18,8914.28
2020-01-19,8718.75
2020-01-20,8671.68
2020-01-21,8721.88
2020-01-22,8640.65
2020-01-23,8382.87
2020-01-24,8406.05
2020-01-25,8406.05
2020-01-26,8406.05
2020-01-27,8406.05
2020-01-28,9042.56
2020-01-29,9354.7
2020-01-30,9552.18
2020-01-31,9354.29
2020-02-01,9358.74
2020-02-02,9443.43
2020-02-03,9274.19
2020-02-04,9139.77
2020-02-05,9687.28
2020-02-06,9737.36
2020-02-07,9744.46
2020-02-08,9925.58
2020-02-09,10077.63
2020-02-10,9866.28
2020-02-11,10236.53
2020-02-12,10389.08
2020-02-13,10180.13
2020-02-14,10344.55
2020-02-15,9924.7
2020-02-16,9773.09
2020-02-17,9646.95
2020-02-18,10154.96
2020-02-19,9612.05
2020-02-20,9610.56
2020-02-21,9674.01
2020-02-22,9697.32
2020-02-23,9885.42
2020-02-24,9606.78
2020-02-25,9383.9
2020-02-26,8747.24
2020-02-27,8757.31
2020-02-28,8671.27
2020-02-29,8633.36
2020-03-01,8512.54
2020-03-02,8945.93
2020-03-03,8738.3
2020-03-04,8732.24
2020-03-05,9115.82
2020-03-06,9138.35
2020-03-07,8892.79
2020-03-08,8079.07
2020-03-09,7861.2
2020-03-10,7999.1
2020-03-11,7863.14
2020-03-12,5725.35
2020-03-13,5434.09
2020-03-14,5334.27
2020-03-15,5177.49
2020-03-16,4904.48
2020-03-17,5469.8
2020-03-18,5338.27
2020-03-19,6254.32
2020-03-20,5971.92
2020-03-21,6336.94
2020-03-22,5937.7
2020-03-23,6414.54
2020-03-24,6752.28
2020-03-25,6598.56
2020-03-26,6744.69
2020-03-27,6683.67
2020-03-28,6258.91
2020-03-29,5949.89
2020-03-30,6477.56
2020-03-31,6481.37
2020-04-01,6351.21
2020-04-02,6749.37
2020-04-03,6703.55
2020-04-04,6843.81
2020-04-05,6761.43
2020-04-06,7231.12
2020-04-07,7118.23
2020-04-08,7325.08
2020-04-09,7306.08
2020-04-10,6920.1
2020-04-11,6796.91
2020-04-12,7122.4
2020-04-13,6828.62
2020-04-14,6873.41
2020-04-15,6752.45
2020-04-16,7060.08
2020-04-17,7060.14
2020-04-18,7233.21
2020-04-19,7150.37
2020-04-20,6868.11
2020-04-21,6894.6
2020-04-22,7119.34
2020-04-23,7541.59
2020-04-24,7533.88
2020-04-25,7553.5
2020-04-26,7651.93
2020-04-27,7708.12
2020-04-28,7736.85
2020-04-29,8933.48
2020-04-30,8826.56
2020-05-01,8734.2
2020-05-02,8934.5
2020-05-03,8848.36
2020-05-04,8921.68
2020-05-05,8951.51
2020-05-06,9250.9
2020-05-07,9801.31
2020-05-08,9998.9
2020-05-09,9649.88
2020-05-10,8675.29
2020-05-11,8636.21
2020-05-12,8824.98
2020-05-13,9300.04
2020-05-14,9656.61
2020-05-15,9241.91
2020-05-16,9381.42
2020-05-17,9738.8
2020-05-18,9677.73
2020-05-19,9690.24
2020-05-20,9588.55
2020-05-21,9056.92
2020-05-22,9181.0
2020-05-23,9235.17
2020-05-24,9001.5
2020-05-25,8914.38
2020-05-26,8859.07
2020-05-27,9163.42
2020-05-28,9446.84
2020-05-29,9415.96
2020-05-30,9440.21
2020-05-31,9505.38
2020-06-01,9680.19
2020-06-02,9522.85
2020-06-03,9583.65
2020-06-04,9783.87
2020-06-05,9712.33
2020-06-06,9706.0
2020-06-07,9732.43
2020-06-08,9702.87
2020-06-09,9749.6
2020-06-10,9867.63
2020-06-11,9340.86
2020-06-12,9463.3
2020-06-13,9403.53
2020-06-14,9382.05
2020-06-15,9481.06
2020-06-16,9494.7
2020-06-17,9374.04
2020-06-18,9343.09
2020-06-19,9315.35
2020-06-20,9318.47
2020-06-21,9310.9
2020-06-22,9645.06
2020-06-23,9629.89
2020-06-24,9288.58
2020-06-25,9275.81
2020-06-26,9190.26
2020-06-27,8946.51
2020-06-28,9109.76
2020-06-29,9180.36
2020-06-30,9147.09
2020-07-01,9239.05
2020-07-02,9082.38
2020-07-03,9092.7
2020-07-04,9131.21
2020-07-05,9013.96
2020-07-06,9277.06
2020-07-07,9254.79
2020-07-08,9430.25
2020-07-09,9237.04
2020-07-10,9235.1
2020-07-11,9217.05
2020-07-12,9232.34
2020-07-13,9249.8
2020-07-14,9272.83
2020-07-15,9213.7
2020-07-16,9103.61
2020-07-17,9157.69
2020-07-18,9179.26
2020-07-19,9171.94
2020-07-20,9175.47
2020-07-21,9376.53
2020-07-22,9377.3
2020-07-23,9593.77
2020-07-24,9629.62
2020-07-25,9729.45
2020-07-26,9895.63
2020-07-27,10891.81
2020-07-28,10981.18
2020-07-29,11222.15
2020-07-30,11150.47
2020-07-31,11345.63
2020-08-01,11847.66
2020-08-02,11090.63
2020-08-03,11383.53
2020-08-04,11214.45
2020-08-05,11692.68
2020-08-06,11851.58
2020-08-07,11575.83
2020-08-08,11716.3
2020-08-09,11679.9
2020-08-10,11859.27
2020-08-11,11212.89
2020-08-12,11565.95
2020-08-13,11615.32
2020-08-14,11770.13
2020-08-15,11870.5
2020-08-16,11849.5
2020-08-17,12327.23
2020-08-18,12030.11
2020-08-19,11715.31
2020-08-20,11863.08
2020-08-21,11621.41
2020-08-22,11608.04
2020-08-23,11669.22
2020-08-24,11731.2
2020-08-25,11265.47
2020-08-26,11513.5
2020-08-27,11267.05
2020-08-28,11502.58
2020-08-29,11518.05
